ID	Speech	action_code	action_only	num_lines_before	num_lines_after	anno_before	anno_after	num_lines_last_mvmt	max_repeated_word	count_uppercase_words	period	comma	semicolon	hyphen	total_words	question	apostrophe	exclamation	big_action_only	speaker_action_only	speaker_big_action_only	speaker_action_code	WRB 	WPSS	WP 	WDT 	VBZ 	VBP 	VBN 	VBG 	VBD 	VB 	UH 	TO 	SYM 	RP 	RBS 	RBR 	RB 	PRPSS	PRP 	POS 	PDT 	NNS 	NNPS 	NNP 	NN 	MD 	LS 	JJS 	JJR 	JJ 	IN 	FW 	EX 	DT 	CD 	CC 	speakerpostn	numcharsonstage	BERNARDO	CORNELIUS	FRANCISCO	GHOST	GUILDENSTERN	HAMLET	HORATIO	KINGCLAUDIUS	LAERTES	LORDPOLONIUS	LUCIANUS	MARCELLUS	OPHELIA	OSRIC	PRINCEFORTINBRAS	QUEENGERTRUDE	REYNALDO	ROSENCRANTZ	VOLTIMAND	Random1	Random2	Random3	Random4	Random5	Random6	Random7	Random8	Random9	Random10	fight_in_general	point	look	run_walk_jog	handle_object	sit_stand_lie_down_kneel	gestures	new_big_actions	neg_big_actions	sortbig	sortany	sortwalk	sortfight	sortpoint	sortlook	sorthandle	sortposture	sortgesture	sortbig_rand	sortany_rand	sortwalk_rand	sortfight_rand	sortpoint_rand	sortlook_rand	sorthandle_rand	sortposture_rand	sortgesture_rand	firstpos	secondpos	thirdpos	fourthpos	fifthpos	sixthpos	seventhpos	eighthpos	ninethpos	tenthpos	eleventhpos	twelfthpos	thirteenthpos	fourteenthpos	fifteenthpos	POS_sentence
48	"The bell then beating one,--"	0	0	4	0	0	1	3	0	0	0	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0																						565	2399	2032	4575	1547	3324	3044	4642	4989	2662	0	0	0	0	0	0	0	0	-1	565	565	565	565	565	565	565	565	565	565	565	565	565	565	565	565	565	565	DT	NN	RB	VBG	.											DT NN RB VBG .          
49	"Peace, break thee off; look, where it comes again!"	14	1	0	0	0	0	0	0	0	0	2	1	0	9	0	0	1	1	1	1	14	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0																						3419	264	4992	2999	3517	1249	2479	1746	2950	1899	0	0	0	0	0	1	0	1	1	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	3419	NNP	VBP	PRP	IN	VBG	WRB	PRP	VBZ	RB							NNP VBP PRP IN VBG WRB PRP VBZ RB      
50	"In the same figure, like the king that''s dead."	14	1	0	0	0	0	0	1	0	1	1	0	0	9	0	1	0	1	1	1	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	2	0	0																						3617	2875	53	2590	2358	3129	604	4203	2718	1672	0	0	0	0	0	1	0	1	1	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	3617	IN	DT	JJ	NN	IN	DT	NN	IN	VBN							IN DT JJ NN IN DT NN IN VBN      
51	"Thou art a scholar; speak to it, Horatio."	0	0	0	0	0	0	0	0	0	1	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0																						527	627	4390	4297	1248	1861	3098	4556	3190	2400	0	0	0	0	0	0	0	0	-1	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	PRP	NN	DT	NN	VB	TO	PRP	.								PRP NN DT NN VB TO PRP .       
52	"Looks it not like the king? mark it, Horatio."	17	1	0	0	0	0	1	0	0	1	1	0	0	9	1	0	0	1	1	1	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0																						1633	4839	1397	4781	3467	1403	2077	1157	2873	2033	0	0	0	1	0	0	0	0	-1	1633	-1	-1	1633	1633	1633	1633	1633	1633	1633	199	104	1633	1633	1633	1633	1633	1633	VBZ	PRP	RB	IN	DT	NN	NN	.	.							VBZ PRP RB IN DT NN NN . .      
53	Most like: it harrows me with fear and wonder.	23	1	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	1	1	1	23	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1																						4406	3659	1904	1447	4179	433	129	2530	3589	2018	0	0	1	0	0	0	0	0	-1	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	4406	JJS	IN	PRP	VBZ	PRP	IN	NN	CC	VBG							JJS IN PRP VBZ PRP IN NN CC VBG      
54	It would be spoke to.	14	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	1	1	14	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0																						1608	1857	4187	4543	1490	3872	2321	1532	1884	3648	0	0	0	0	0	1	0	1	1	-1	-1	1608	1608	1608	1608	1608	-1	1608	925	1658	1608	1608	1608	1608	1608	241	1608	PRP	MD	VB	VBD	.											PRP MD VB VBD .          
55	"Question it, Horatio."	18	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																						3638	1156	845	103	4704	2984	448	2007	2667	4627	0	0	0	0	0	1	0	0	-1	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	3638	NN	RB	.													NN RB .            
56	"What art thou that usurp''st this time of night,"	23	1	0	3	0	0	0	0	0	0	1	0	0	9	0	1	0	1	1	1	23	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	0	0																						3457	2935	4044	3485	1701	2870	4637	180	3084	2821	0	0	1	0	0	0	0	0	-1	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	3457	WP	NN	VBD	IN	IN	DT	NN	IN	NN							WP NN VBD IN IN DT NN IN NN      
57	Together with that fair and warlike form	0	0	1	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	1																						883	4100	4219	4519	2694	3707	3947	1511	3572	2429	0	0	0	0	0	0	0	0	-1	883	883	883	883	883	883	883	883	883	883	883	883	883	883	883	883	883	883	RB	IN	DT	JJ	CC	JJ	NN									RB IN DT JJ CC JJ NN        
58	In which the majesty of buried Denmark	0	0	2	1	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0																						1989	932	917	867	2637	1273	679	1922	3492	3612	0	0	0	0	0	0	0	0	-1	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	1989	IN	WDT	DT	NN	IN	VBN	NNP									IN WDT DT NN IN VBN NNP        
59	"Did sometimes march? by heaven I charge thee, speak!"	0	0	3	0	0	0	2	0	1	0	1	0	0	9	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0																						2583	2477	49	1345	2217	4505	1843	2564	4930	301	0	0	0	0	0	0	0	0	-1	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	2583	VBD	RB	VB	IN	NN	PRP	VBP	DT	NN							VBD RB VB IN NN PRP VBP DT NN      
60	It is offended.	17	1	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	1	1	1	17	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						3886	3952	3513	947	512	1087	3892	99	1622	3991	0	0	0	1	0	0	0	0	-1	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	3886	PRP	VBZ	VBN													PRP VBZ VBN            
61	"See, it stalks away!"	17	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	1	1	1	17	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						1256	1741	3724	3409	772	2635	1225	2334	127	427	0	0	0	1	0	0	0	0	-1	1256	-1	-1	1256	1256	1256	1256	1256	1256	1256	597	488	1256	1256	1256	1256	1256	1256	VB	PRP	VBZ	RB												VB PRP VBZ RB           
62	"Stay! speak, speak! I charge thee, speak!"	17	1	0	0	0	1	0	2	1	0	2	0	0	7	0	0	3	1	1	1	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0																						1658	4231	2210	453	2404	1455	2268	4840	4844	35	0	0	0	1	0	0	0	0	-1	1658	-1	-1	1658	1658	1658	1658	1658	1658	1658	2079	651	1658	1658	1658	1658	1658	1658	NNP	NN	NN	PRP	VBP	DT	NN									NNP NN NN PRP VBP DT NN        
63	"Tis gone, and will not answer."	26	1	0	0	0	0	0	2	0	1	1	0	0	6	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1																						4559	1124	1452	2155	847	1609	4440	883	4520	3810	0	0	0	0	0	0	1	1	1	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	4559	NNPS	NN	CC	MD	RB	.										NNPS NN CC MD RB .         
64	"How now, Horatio! you tremble and look pale:"	0	0	0	2	0	0	0	0	0	0	1	0	0	8	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																						4662	2826	4757	1727	2804	1454	4031	314	344	4415	0	0	0	0	0	0	0	0	-1	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	4662	WRB	RB	VBN	PRP	VB	CC	VB	VB								WRB RB VBN PRP VB CC VB VB       
65	Is not this something more than fantasy?	0	0	1	1	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0																						4074	3274	1568	4124	754	2441	3674	401	3637	758	0	0	0	0	0	0	0	0	-1	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	4074	VBZ	RB	DT	NN	JJR	IN	NN									VBZ RB DT NN JJR IN NN        
66	What think you on''t?	0	0	2	0	0	0	1	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						4772	1048	2297	2560	3956	2700	2242	1022	4072	2065	0	0	0	0	0	0	0	0	-1	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	4772	WP	VBP	PRP	.												WP VBP PRP .           
67	"Before my God, I might not this believe"	13	1	0	2	0	0	2	0	1	0	1	0	0	8	0	0	0	1	1	1	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0																						3299	3188	4393	2585	409	3183	4852	2861	192	3929	0	0	0	0	0	1	0	1	1	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	3299	IN	PRP$	NNP	PRP	MD	RB	DT	VB								IN PRP$ NNP PRP MD RB DT VB       
68	Without the sensible and true avouch	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	1																						2244	6	3573	4711	1584	3794	4176	878	4570	3935	0	0	0	0	0	0	0	0	-1	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	2244	IN	DT	JJ	CC	JJ	NN										IN DT JJ CC JJ NN         
69	Of mine own eyes.	0	0	2	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0																						858	4795	4663	1534	306	2134	3096	1358	342	3930	0	0	0	0	0	0	0	0	-1	858	858	858	858	858	858	858	858	858	858	858	858	858	858	858	858	858	858	IN	JJ	JJ	NN												IN JJ JJ NN           
70	Is it not like the king?	14	1	0	0	0	0	2	0	0	0	0	0	0	6	1	0	0	1	1	1	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						551	4606	430	2897	1156	4330	3033	2726	1364	1110	0	0	0	0	0	1	0	1	1	-1	-1	551	551	551	551	551	-1	551	139	122	551	551	551	551	551	202	551	VBZ	PRP	RB	IN	DT	NN										VBZ PRP RB IN DT NN         
71	As thou art to thyself:	23	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	1	23	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						4684	2561	3817	2445	815	4388	4738	881	3572	4155	0	0	1	0	0	0	0	0	-1	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	4684	IN	DT	NN	TO	VB											IN DT NN TO VB          
72	Such was the very armour he had on	0	0	1	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0																						246	1508	3186	964	3586	2696	76	2177	1473	4515	0	0	0	0	0	0	0	0	-1	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	JJ	VBD	DT	JJ	NN	PRP	VBD	IN								JJ VBD DT JJ NN PRP VBD IN       
73	When he the ambitious Norway combated;	14	1	2	3	0	0	1	0	0	0	0	1	0	6	0	0	0	1	1	1	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0																						336	2877	275	2714	4268	3605	538	1434	2709	1140	0	0	0	0	0	1	0	1	1	-1	-1	336	336	336	336	336	-1	336	42	1038	336	336	336	336	336	70	336	WRB	PRP	DT	JJ	NNP	NN										WRB PRP DT JJ NNP NN         
74	"So frown''d he once, when, in an angry parle,"	17	1	3	2	0	0	0	0	0	0	3	0	0	9	0	1	0	1	1	1	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0																						1646	4649	4282	3213	398	2132	756	468	441	451	0	0	0	1	0	0	0	0	-1	1646	-1	-1	1646	1646	1646	1646	1646	1646	1646	339	408	1646	1646	1646	1646	1646	1646	RB	VBD	PRP	RB	","	IN	DT	JJ	NN							"RB VBD PRP RB , IN DT JJ NN      "
75	He smote the sledded Polacks on the ice.	23	1	4	1	0	0	0	2	0	1	0	0	0	8	0	0	0	1	1	1	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	2	0	0																						1827	563	839	1001	790	3730	2743	4718	4142	1349	0	0	1	0	0	0	0	0	-1	1827	-1	1827	1827	1827	-1	1827	1827	1827	1827	2406	1827	1827	1827	260	1827	1827	1827	PRP	VB	DT	JJ	NNS	IN	DT	NN								PRP VB DT JJ NNS IN DT NN       
76	Tis strange.	0	0	5	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0																						4660	1832	51	2480	1132	4411	4370	1593	263	3064	0	0	0	0	0	0	0	0	-1	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	NNPS	NN														NNPS NN             
77	"Thus twice before, and jump at this dead hour,"	14	1	0	1	0	0	1	0	0	0	2	0	0	9	0	0	0	1	1	1	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1																						1978	3426	1122	187	1665	2462	139	629	1655	3646	0	0	0	0	0	1	0	1	1	-1	-1	1978	1978	1978	1978	1978	-1	1978	866	306	1978	1978	1978	1978	1978	87	1978	RB	RB	RB	CC	VB	IN	DT	JJ	NN							RB RB RB CC VB IN DT JJ NN      
78	With martial stalk hath he gone by our watch.	0	0	1	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0																						2788	3573	304	2971	855	606	4075	584	1492	4281	0	0	0	0	0	0	0	0	-1	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	2788	IN	JJ	NN	IN	PRP	VBN	IN	PRP$	NN							IN JJ NN IN PRP VBN IN PRP$ NN      
79	In what particular thought to work I know not;	0	0	0	2	0	0	1	0	1	0	0	1	0	9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0																						308	180	2380	748	4652	1333	523	1508	607	292	0	0	0	0	0	0	0	0	-1	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	IN	WP	JJ	VBD	TO	VB	PRP	VBP	RB							IN WP JJ VBD TO VB PRP VBP RB      
80	"But in the gross and scope of my opinion,"	0	0	1	1	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	1	0	2																						4122	2161	3658	2438	19	613	4070	2747	3384	3121	0	0	0	0	0	0	0	0	-1	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	4122	CC	IN	DT	JJ	CC	NN	IN	PRP$	NN							CC IN DT JJ CC NN IN PRP$ NN      
81	This bodes some strange eruption to our state.	0	0	2	0	0	0	1	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0																						4941	4730	1534	1649	1430	1297	3871	2101	439	2161	0	0	0	0	0	0	0	0	-1	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	4941	DT	VBZ	DT	JJ	NN	TO	PRP$	NN								DT VBZ DT JJ NN TO PRP$ NN       
82	"In the most high and palmy state of Rome, "	0	0	0	4	0	0	2	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	1	0	1																						4029	3447	1988	2976	536	778	829	2593	1373	2916	0	0	0	0	0	0	0	0	-1	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	4029	IN	DT	RBS	JJ	CC	JJ	NN	IN	NNP							IN DT RBS JJ CC JJ NN IN NNP      
83	"A little ere the mightiest Julius fell, "	0	0	1	3	0	0	3	0	1	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	2	0	0																						540	2722	339	2092	4881	2734	2408	3608	4254	2045	0	0	0	0	0	0	0	0	-1	540	540	540	540	540	540	540	540	540	540	540	540	540	540	540	540	540	540	DT	JJ	NNP	DT	JJS	NNP	NN									DT JJ NNP DT JJS NNP NN        
84	"The graves stood tenantless, and the sheeted dead "	0	0	2	2	0	0	4	0	1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	2	0	1																						1174	1125	1387	2182	3018	4460	4408	3478	135	2632	0	0	0	0	0	0	0	0	-1	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174	DT	NNS	VBD	NN	CC	DT	NNPS	JJ								DT NNS VBD NN CC DT NNPS JJ       
85	Did squeak and gibber in the Roman streets	25	1	3	1	0	0	5	0	0	0	0	0	0	8	0	0	0	1	1	1	25	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1																						185	4387	3464	148	678	431	2714	4155	4932	3053	1	0	0	0	0	0	0	1	1	-1	-1	185	-1	185	185	185	185	185	130	778	185	6	185	185	185	185	185	VBD	RB	CC	VB	IN	DT	NNP	NNS								VBD RB CC VB IN DT NNP NNS       
86	Enter GHOST again.	7	0	4	0	0	0	0	0	1	1	0	0	0	3	0	0	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						2680	1477	3215	2891	762	4414	428	4210	3842	2494	0	0	0	0	0	1	0	1	1	2680	2680	2680	2680	2680	2680	2680	-1	2680	2680	2680	2680	2680	2680	2680	2680	280	2680	NNP	NNP	.													NNP NNP .            
87	"But soft, behold! lo, where it comes again!"	14	1	0	0	0	1	0	0	0	0	2	0	0	8	0	0	2	1	1	1	14	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1																						3159	3995	3249	4474	3921	1091	3526	3579	4362	2881	0	0	0	0	0	1	0	1	1	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	3159	CC	NN	IN	NN	WRB	PRP	VBZ	RB								CC NN IN NN WRB PRP VBZ RB       
88	"I''ll cross it, though it blast me. Stay, illusion!"	18	1	0	5	1	0	0	0	0	1	2	0	0	9	0	1	1	1	1	1	18	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0																						3323	1558	869	3359	377	4684	3840	3650	4941	1499	0	0	0	0	0	1	0	0	-1	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	3323	NNP	NN	","	IN	PRP	VB	RP	NNP	.							"NNP NN , IN PRP VB RP NNP .      "
89	"If thou hast any sound, or use of voice,"	0	0	1	4	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	1																						465	1964	296	2382	2578	4382	2352	2414	4219	1696	0	0	0	0	0	0	0	0	-1	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	IN	PRP	VBP	DT	NN	CC	NN	IN	NN							IN PRP VBP DT NN CC NN IN NN      
90	Speak to me:	0	0	2	3	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						4422	4356	459	4669	3565	2060	273	1672	2987	3888	0	0	0	0	0	0	0	0	-1	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	4422	VB	TO	VB													VB TO VB            
91	"If there be any good thing to be done,"	0	0	3	2	0	0	2	2	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0																						1205	3791	2754	3244	2994	1760	2111	53	3566	3498	0	0	0	0	0	0	0	0	-1	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	IN	EX	VB	DT	JJ	NN	TO	VB	VBN							IN EX VB DT JJ NN TO VB VBN      
92	"That may to thee do ease and grace to me,"	0	0	4	1	0	0	3	2	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1																						2071	3239	4050	1255	3141	715	3678	4255	3516	692	0	0	0	0	0	0	0	0	-1	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	2071	DT	MD	TO	PRP	VBP	NN	CC	NN	TO	VB						DT MD TO PRP VBP NN CC NN TO VB     
93	Speak to me:	17	1	5	0	0	1	4	2	0	0	0	0	0	3	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						4732	1187	592	2026	1577	3167	4826	2815	2507	1542	0	0	0	1	0	0	0	0	-1	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	4732	VB	TO	VB													VB TO VB            
94	"If thou art privy to thy country''s fate,"	0	0	0	5	1	0	0	2	0	0	1	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	1	0	0	1	0	0																						4334	274	996	1073	1057	1931	3887	4600	4967	4276	0	0	0	0	0	0	0	0	-1	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	4334	IN	DT	NN	NN	TO	JJ	NNS	NN								IN DT NN NN TO JJ NNS NN       
95	"Which, happily, foreknowing may avoid, O, speak!"	0	0	1	4	0	0	1	2	1	0	4	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0																						607	1556	706	2642	553	309	520	2438	4465	1349	0	0	0	0	0	0	0	0	-1	607	607	607	607	607	607	607	607	607	607	607	607	607	607	607	607	607	607	IN	JJ	NN	MD	VB	NNP	.									IN JJ NN MD VB NNP .        
